student_id,student_name,feedback
6871,Student_6871,The assignments was normal
6872,Student_6872,The faculty was helpful
6873,Student_6873,The labs was terrible
6874,Student_6874,The assignments was helpful
6875,Student_6875,The teaching was good
6876,Student_6876,The faculty was fine
6877,Student_6877,The course was terrible
6878,Student_6878,The faculty was difficult
6879,Student_6879,The labs was fine
6880,Student_6880,The faculty was bad
6881,Student_6881,The course was excellent
6882,Student_6882,The labs was helpful
6883,Student_6883,The course was average
6884,Student_6884,The course was excellent
6885,Student_6885,The labs was awful
6886,Student_6886,The teaching was excellent
6887,Student_6887,The exams was excellent
6888,Student_6888,The teaching was normal
6889,Student_6889,The faculty was normal
6890,Student_6890,The faculty was good
6891,Student_6891,The labs was bad
6892,Student_6892,The exams was okay
6893,Student_6893,The course was poor
6894,Student_6894,The assignments was amazing
6895,Student_6895,The faculty was fine
6896,Student_6896,The labs was terrible
6897,Student_6897,The teaching was great
6898,Student_6898,The labs was okay
6899,Student_6899,The teaching was helpful
6900,Student_6900,The exams was poor
6901,Student_6901,The course was normal
6902,Student_6902,The course was great
6903,Student_6903,The teaching was amazing
6904,Student_6904,The exams was awful
6905,Student_6905,The teaching was helpful
6906,Student_6906,The exams was amazing
6907,Student_6907,The teaching was average
6908,Student_6908,The labs was normal
6909,Student_6909,The assignments was excellent
6910,Student_6910,The exams was poor
6911,Student_6911,The labs was great
6912,Student_6912,The exams was fine
6913,Student_6913,The exams was awful
6914,Student_6914,The assignments was difficult
6915,Student_6915,The faculty was poor
6916,Student_6916,The assignments was amazing
6917,Student_6917,The faculty was fine
6918,Student_6918,The teaching was awful
6919,Student_6919,The faculty was difficult
6920,Student_6920,The exams was excellent
6921,Student_6921,The course was good
6922,Student_6922,The exams was terrible
6923,Student_6923,The assignments was helpful
6924,Student_6924,The teaching was normal
6925,Student_6925,The assignments was okay
6926,Student_6926,The exams was awful
6927,Student_6927,The labs was great
6928,Student_6928,The assignments was bad
6929,Student_6929,The course was bad
6930,Student_6930,The teaching was normal
6931,Student_6931,The assignments was average
6932,Student_6932,The faculty was great
6933,Student_6933,The exams was bad
6934,Student_6934,The faculty was amazing
6935,Student_6935,The assignments was okay
6936,Student_6936,The labs was helpful
6937,Student_6937,The assignments was bad
6938,Student_6938,The assignments was amazing
6939,Student_6939,The faculty was okay
6940,Student_6940,The labs was bad
6941,Student_6941,The course was awful
6942,Student_6942,The labs was amazing
6943,Student_6943,The course was fine
6944,Student_6944,The teaching was great
6945,Student_6945,The exams was excellent
6946,Student_6946,The course was terrible
6947,Student_6947,The course was fine
6948,Student_6948,The exams was normal
6949,Student_6949,The course was okay
6950,Student_6950,The teaching was good
6951,Student_6951,The faculty was excellent
6952,Student_6952,The exams was excellent
6953,Student_6953,The exams was helpful
6954,Student_6954,The course was fine
6955,Student_6955,The course was helpful
6956,Student_6956,The course was excellent
6957,Student_6957,The faculty was good
6958,Student_6958,The exams was okay
6959,Student_6959,The faculty was terrible
6960,Student_6960,The teaching was good
6961,Student_6961,The teaching was average
6962,Student_6962,The course was great
6963,Student_6963,The assignments was excellent
6964,Student_6964,The assignments was okay
6965,Student_6965,The exams was helpful
6966,Student_6966,The exams was bad
6967,Student_6967,The assignments was poor
6968,Student_6968,The teaching was okay
6969,Student_6969,The faculty was great
6970,Student_6970,The teaching was okay
6971,Student_6971,The labs was normal
6972,Student_6972,The labs was terrible
6973,Student_6973,The assignments was helpful
6974,Student_6974,The assignments was normal
6975,Student_6975,The course was fine
6976,Student_6976,The exams was amazing
6977,Student_6977,The course was good
6978,Student_6978,The labs was excellent
6979,Student_6979,The assignments was normal
6980,Student_6980,The assignments was average
6981,Student_6981,The exams was difficult
6982,Student_6982,The assignments was bad
6983,Student_6983,The teaching was poor
6984,Student_6984,The labs was awful
6985,Student_6985,The assignments was fine
6986,Student_6986,The faculty was average
6987,Student_6987,The labs was excellent
6988,Student_6988,The exams was average
6989,Student_6989,The labs was average
6990,Student_6990,The teaching was bad
6991,Student_6991,The course was helpful
6992,Student_6992,The faculty was terrible
6993,Student_6993,The teaching was amazing
6994,Student_6994,The exams was normal
6995,Student_6995,The assignments was awful
6996,Student_6996,The faculty was great
6997,Student_6997,The course was awful
6998,Student_6998,The labs was awful
6999,Student_6999,The faculty was poor
7000,Student_7000,The exams was helpful
7001,Student_7001,The faculty was amazing
7002,Student_7002,The assignments was average
7003,Student_7003,The teaching was difficult
7004,Student_7004,The exams was great
7005,Student_7005,The course was average
7006,Student_7006,The faculty was excellent
7007,Student_7007,The faculty was normal
7008,Student_7008,The course was terrible
7009,Student_7009,The course was normal
7010,Student_7010,The teaching was difficult
7011,Student_7011,The labs was fine
7012,Student_7012,The assignments was normal
7013,Student_7013,The exams was difficult
7014,Student_7014,The faculty was excellent
7015,Student_7015,The exams was difficult
7016,Student_7016,The faculty was average
7017,Student_7017,The assignments was great
7018,Student_7018,The assignments was helpful
7019,Student_7019,The teaching was bad
7020,Student_7020,The faculty was good
7021,Student_7021,The teaching was poor
7022,Student_7022,The exams was average
7023,Student_7023,The exams was great
7024,Student_7024,The faculty was okay
7025,Student_7025,The exams was amazing
7026,Student_7026,The teaching was fine
7027,Student_7027,The teaching was excellent
7028,Student_7028,The course was amazing
7029,Student_7029,The teaching was fine
7030,Student_7030,The labs was bad
7031,Student_7031,The exams was okay
7032,Student_7032,The course was bad
7033,Student_7033,The labs was okay
7034,Student_7034,The labs was awful
7035,Student_7035,The faculty was excellent
7036,Student_7036,The assignments was bad
7037,Student_7037,The faculty was okay
7038,Student_7038,The labs was good
7039,Student_7039,The exams was difficult
7040,Student_7040,The teaching was average
7041,Student_7041,The teaching was bad
7042,Student_7042,The course was awful
7043,Student_7043,The exams was excellent
7044,Student_7044,The exams was great
7045,Student_7045,The exams was fine
7046,Student_7046,The assignments was good
7047,Student_7047,The labs was bad
7048,Student_7048,The labs was awful
7049,Student_7049,The course was bad
7050,Student_7050,The assignments was great
7051,Student_7051,The exams was excellent
7052,Student_7052,The labs was excellent
7053,Student_7053,The faculty was terrible
7054,Student_7054,The faculty was okay
7055,Student_7055,The course was poor
7056,Student_7056,The exams was bad
7057,Student_7057,The course was amazing
7058,Student_7058,The teaching was helpful
7059,Student_7059,The teaching was difficult
7060,Student_7060,The course was helpful
7061,Student_7061,The exams was helpful
7062,Student_7062,The course was excellent
7063,Student_7063,The teaching was great
7064,Student_7064,The faculty was bad
7065,Student_7065,The labs was average
7066,Student_7066,The faculty was normal
7067,Student_7067,The course was normal
7068,Student_7068,The course was amazing
7069,Student_7069,The labs was terrible
7070,Student_7070,The exams was awful
7071,Student_7071,The exams was difficult
7072,Student_7072,The faculty was amazing
7073,Student_7073,The faculty was average
7074,Student_7074,The exams was terrible
7075,Student_7075,The faculty was terrible
7076,Student_7076,The exams was terrible
7077,Student_7077,The assignments was poor
7078,Student_7078,The course was bad
7079,Student_7079,The assignments was poor
7080,Student_7080,The teaching was amazing
7081,Student_7081,The course was excellent
7082,Student_7082,The course was excellent
7083,Student_7083,The teaching was normal
7084,Student_7084,The labs was okay
7085,Student_7085,The labs was average
7086,Student_7086,The exams was awful
7087,Student_7087,The teaching was awful
7088,Student_7088,The exams was poor
7089,Student_7089,The labs was difficult
7090,Student_7090,The assignments was fine
7091,Student_7091,The course was poor
7092,Student_7092,The assignments was great
7093,Student_7093,The labs was bad
7094,Student_7094,The exams was excellent
7095,Student_7095,The faculty was helpful
7096,Student_7096,The exams was poor
7097,Student_7097,The course was bad
7098,Student_7098,The labs was fine
7099,Student_7099,The labs was awful
7100,Student_7100,The teaching was okay
7101,Student_7101,The exams was great
7102,Student_7102,The exams was terrible
7103,Student_7103,The faculty was normal
7104,Student_7104,The teaching was average
7105,Student_7105,The faculty was poor
7106,Student_7106,The course was fine
7107,Student_7107,The labs was poor
7108,Student_7108,The assignments was awful
7109,Student_7109,The exams was difficult
7110,Student_7110,The assignments was normal
7111,Student_7111,The teaching was bad
7112,Student_7112,The teaching was average
7113,Student_7113,The labs was poor
7114,Student_7114,The exams was excellent
7115,Student_7115,The exams was difficult
7116,Student_7116,The exams was difficult
7117,Student_7117,The exams was difficult
7118,Student_7118,The course was fine
7119,Student_7119,The course was average
7120,Student_7120,The labs was okay
7121,Student_7121,The teaching was awful
7122,Student_7122,The course was great
7123,Student_7123,The faculty was helpful
7124,Student_7124,The course was terrible
7125,Student_7125,The faculty was amazing
7126,Student_7126,The faculty was fine
7127,Student_7127,The course was amazing
7128,Student_7128,The faculty was difficult
7129,Student_7129,The faculty was poor
7130,Student_7130,The faculty was excellent
7131,Student_7131,The teaching was bad
7132,Student_7132,The labs was awful
7133,Student_7133,The course was average
7134,Student_7134,The labs was awful
7135,Student_7135,The exams was great
7136,Student_7136,The teaching was awful
7137,Student_7137,The course was normal
7138,Student_7138,The exams was normal
7139,Student_7139,The course was normal
7140,Student_7140,The assignments was great
7141,Student_7141,The course was fine
7142,Student_7142,The teaching was fine
7143,Student_7143,The labs was great
7144,Student_7144,The assignments was poor
7145,Student_7145,The teaching was excellent
7146,Student_7146,The faculty was average
7147,Student_7147,The labs was okay
7148,Student_7148,The course was fine
7149,Student_7149,The labs was okay
7150,Student_7150,The course was normal
7151,Student_7151,The labs was average
7152,Student_7152,The labs was good
7153,Student_7153,The faculty was normal
7154,Student_7154,The teaching was fine
7155,Student_7155,The course was difficult
7156,Student_7156,The assignments was difficult
7157,Student_7157,The teaching was normal
7158,Student_7158,The labs was bad
7159,Student_7159,The faculty was great
7160,Student_7160,The faculty was normal
7161,Student_7161,The faculty was awful
7162,Student_7162,The exams was excellent
7163,Student_7163,The teaching was good
7164,Student_7164,The assignments was excellent
7165,Student_7165,The labs was average
7166,Student_7166,The course was amazing
7167,Student_7167,The teaching was fine
7168,Student_7168,The exams was fine
7169,Student_7169,The labs was bad
7170,Student_7170,The assignments was great
7171,Student_7171,The teaching was terrible
7172,Student_7172,The assignments was fine
7173,Student_7173,The assignments was helpful
7174,Student_7174,The labs was fine
7175,Student_7175,The teaching was average
7176,Student_7176,The labs was helpful
7177,Student_7177,The assignments was good
7178,Student_7178,The exams was fine
7179,Student_7179,The course was good
7180,Student_7180,The assignments was difficult
7181,Student_7181,The teaching was average
7182,Student_7182,The course was good
7183,Student_7183,The assignments was excellent
7184,Student_7184,The labs was average
7185,Student_7185,The teaching was excellent
7186,Student_7186,The faculty was average
7187,Student_7187,The teaching was excellent
7188,Student_7188,The course was excellent
7189,Student_7189,The course was excellent
7190,Student_7190,The teaching was poor
7191,Student_7191,The assignments was amazing
7192,Student_7192,The faculty was fine
7193,Student_7193,The labs was great
7194,Student_7194,The labs was poor
7195,Student_7195,The course was okay
7196,Student_7196,The course was helpful
7197,Student_7197,The teaching was awful
7198,Student_7198,The assignments was excellent
7199,Student_7199,The teaching was difficult
7200,Student_7200,The assignments was terrible
7201,Student_7201,The exams was okay
7202,Student_7202,The course was okay
7203,Student_7203,The labs was bad
7204,Student_7204,The assignments was okay
7205,Student_7205,The labs was excellent
7206,Student_7206,The course was poor
7207,Student_7207,The assignments was fine
7208,Student_7208,The teaching was terrible
7209,Student_7209,The exams was okay
7210,Student_7210,The faculty was terrible
7211,Student_7211,The assignments was bad
7212,Student_7212,The course was poor
7213,Student_7213,The assignments was terrible
7214,Student_7214,The teaching was fine
7215,Student_7215,The course was amazing
7216,Student_7216,The exams was good
7217,Student_7217,The course was normal
7218,Student_7218,The course was okay
7219,Student_7219,The assignments was bad
7220,Student_7220,The course was average
7221,Student_7221,The assignments was great
7222,Student_7222,The exams was bad
7223,Student_7223,The assignments was good
7224,Student_7224,The teaching was great
7225,Student_7225,The exams was terrible
7226,Student_7226,The faculty was difficult
7227,Student_7227,The exams was helpful
7228,Student_7228,The assignments was difficult
7229,Student_7229,The exams was terrible
7230,Student_7230,The exams was okay
7231,Student_7231,The course was awful
7232,Student_7232,The course was bad
7233,Student_7233,The assignments was bad
7234,Student_7234,The assignments was great
7235,Student_7235,The teaching was average
7236,Student_7236,The labs was helpful
7237,Student_7237,The labs was average
7238,Student_7238,The assignments was awful
7239,Student_7239,The exams was poor
7240,Student_7240,The labs was excellent
7241,Student_7241,The labs was great
7242,Student_7242,The exams was good
7243,Student_7243,The labs was average
7244,Student_7244,The faculty was terrible
7245,Student_7245,The faculty was helpful
7246,Student_7246,The course was difficult
7247,Student_7247,The exams was bad
7248,Student_7248,The faculty was fine
7249,Student_7249,The course was okay
7250,Student_7250,The assignments was poor
7251,Student_7251,The faculty was helpful
7252,Student_7252,The teaching was average
7253,Student_7253,The labs was terrible
7254,Student_7254,The labs was awful
7255,Student_7255,The faculty was difficult
7256,Student_7256,The labs was average
7257,Student_7257,The faculty was bad
7258,Student_7258,The teaching was normal
7259,Student_7259,The labs was terrible
7260,Student_7260,The assignments was awful
7261,Student_7261,The faculty was fine
7262,Student_7262,The labs was helpful
7263,Student_7263,The assignments was helpful
7264,Student_7264,The faculty was terrible
7265,Student_7265,The labs was awful
7266,Student_7266,The teaching was bad
7267,Student_7267,The teaching was good
7268,Student_7268,The assignments was bad
7269,Student_7269,The exams was normal
7270,Student_7270,The exams was bad
7271,Student_7271,The exams was bad
7272,Student_7272,The course was good
7273,Student_7273,The course was terrible
7274,Student_7274,The labs was awful
7275,Student_7275,The assignments was awful
7276,Student_7276,The course was fine
7277,Student_7277,The course was okay
7278,Student_7278,The labs was excellent
7279,Student_7279,The teaching was excellent
7280,Student_7280,The assignments was great
7281,Student_7281,The course was fine
7282,Student_7282,The teaching was amazing
7283,Student_7283,The teaching was awful
7284,Student_7284,The course was okay
7285,Student_7285,The labs was helpful
7286,Student_7286,The labs was great
7287,Student_7287,The faculty was terrible
7288,Student_7288,The exams was great
7289,Student_7289,The labs was great
7290,Student_7290,The faculty was okay
7291,Student_7291,The faculty was okay
7292,Student_7292,The exams was average
7293,Student_7293,The course was okay
7294,Student_7294,The exams was excellent
7295,Student_7295,The faculty was fine
7296,Student_7296,The course was helpful
7297,Student_7297,The assignments was okay
7298,Student_7298,The course was okay
7299,Student_7299,The faculty was normal
7300,Student_7300,The assignments was terrible
7301,Student_7301,The course was helpful
7302,Student_7302,The teaching was great
7303,Student_7303,The teaching was difficult
7304,Student_7304,The faculty was amazing
7305,Student_7305,The exams was difficult
7306,Student_7306,The assignments was difficult
7307,Student_7307,The course was great
7308,Student_7308,The labs was helpful
7309,Student_7309,The teaching was terrible
7310,Student_7310,The faculty was okay
7311,Student_7311,The exams was helpful
7312,Student_7312,The course was fine
7313,Student_7313,The exams was helpful
7314,Student_7314,The exams was average
7315,Student_7315,The assignments was good
7316,Student_7316,The faculty was poor
7317,Student_7317,The course was great
7318,Student_7318,The assignments was great
7319,Student_7319,The course was bad
7320,Student_7320,The teaching was terrible
7321,Student_7321,The teaching was average
7322,Student_7322,The course was okay
7323,Student_7323,The exams was difficult
7324,Student_7324,The course was terrible
7325,Student_7325,The teaching was poor
7326,Student_7326,The assignments was average
7327,Student_7327,The faculty was normal
7328,Student_7328,The labs was okay
7329,Student_7329,The teaching was fine
7330,Student_7330,The teaching was awful
7331,Student_7331,The assignments was average
7332,Student_7332,The labs was difficult
7333,Student_7333,The labs was normal
7334,Student_7334,The faculty was poor
7335,Student_7335,The course was awful
7336,Student_7336,The labs was normal
7337,Student_7337,The labs was good
7338,Student_7338,The exams was good
7339,Student_7339,The teaching was helpful
7340,Student_7340,The course was okay
7341,Student_7341,The faculty was terrible
7342,Student_7342,The teaching was average
7343,Student_7343,The assignments was okay
7344,Student_7344,The teaching was amazing
7345,Student_7345,The exams was helpful
7346,Student_7346,The exams was bad
7347,Student_7347,The exams was okay
7348,Student_7348,The course was terrible
7349,Student_7349,The exams was excellent
7350,Student_7350,The assignments was normal
7351,Student_7351,The assignments was normal
7352,Student_7352,The course was amazing
7353,Student_7353,The teaching was terrible
7354,Student_7354,The labs was terrible
7355,Student_7355,The labs was poor
7356,Student_7356,The exams was okay
7357,Student_7357,The teaching was amazing
7358,Student_7358,The course was awful
7359,Student_7359,The faculty was excellent
7360,Student_7360,The teaching was helpful
7361,Student_7361,The assignments was great
7362,Student_7362,The course was okay
7363,Student_7363,The assignments was good
7364,Student_7364,The exams was okay
7365,Student_7365,The teaching was amazing
7366,Student_7366,The teaching was terrible
7367,Student_7367,The teaching was normal
7368,Student_7368,The teaching was amazing
7369,Student_7369,The teaching was bad
7370,Student_7370,The assignments was poor
7371,Student_7371,The teaching was okay
7372,Student_7372,The faculty was fine
7373,Student_7373,The assignments was terrible
7374,Student_7374,The exams was okay
7375,Student_7375,The course was terrible
7376,Student_7376,The course was fine
7377,Student_7377,The assignments was poor
7378,Student_7378,The teaching was helpful
7379,Student_7379,The teaching was fine
7380,Student_7380,The course was excellent
7381,Student_7381,The teaching was average
7382,Student_7382,The teaching was terrible
7383,Student_7383,The teaching was great
7384,Student_7384,The exams was helpful
7385,Student_7385,The teaching was normal
7386,Student_7386,The course was okay
7387,Student_7387,The faculty was average
7388,Student_7388,The exams was great
7389,Student_7389,The teaching was average
7390,Student_7390,The course was fine
7391,Student_7391,The labs was bad
7392,Student_7392,The assignments was good
7393,Student_7393,The assignments was awful
7394,Student_7394,The faculty was poor
7395,Student_7395,The assignments was great
7396,Student_7396,The teaching was average
7397,Student_7397,The faculty was bad
7398,Student_7398,The teaching was poor
7399,Student_7399,The teaching was awful
7400,Student_7400,The labs was helpful
7401,Student_7401,The teaching was poor
7402,Student_7402,The assignments was average
7403,Student_7403,The faculty was helpful
7404,Student_7404,The teaching was good
7405,Student_7405,The exams was poor
7406,Student_7406,The course was normal
7407,Student_7407,The teaching was excellent
7408,Student_7408,The assignments was good
7409,Student_7409,The faculty was average
7410,Student_7410,The teaching was okay
7411,Student_7411,The exams was terrible
7412,Student_7412,The exams was poor
7413,Student_7413,The assignments was good
7414,Student_7414,The labs was great
7415,Student_7415,The course was terrible
7416,Student_7416,The labs was helpful
7417,Student_7417,The teaching was average
7418,Student_7418,The exams was fine
7419,Student_7419,The exams was helpful
7420,Student_7420,The course was poor
7421,Student_7421,The faculty was helpful
7422,Student_7422,The teaching was normal
7423,Student_7423,The course was normal
7424,Student_7424,The teaching was okay
7425,Student_7425,The labs was poor
7426,Student_7426,The exams was average
7427,Student_7427,The labs was good
7428,Student_7428,The labs was amazing
7429,Student_7429,The teaching was awful
7430,Student_7430,The faculty was normal
7431,Student_7431,The exams was poor
7432,Student_7432,The assignments was helpful
7433,Student_7433,The course was average
7434,Student_7434,The assignments was average
7435,Student_7435,The exams was helpful
7436,Student_7436,The course was average
7437,Student_7437,The teaching was okay
7438,Student_7438,The teaching was good
7439,Student_7439,The labs was bad
7440,Student_7440,The assignments was difficult
7441,Student_7441,The labs was great
7442,Student_7442,The course was terrible
7443,Student_7443,The assignments was terrible
7444,Student_7444,The exams was amazing
7445,Student_7445,The course was bad
7446,Student_7446,The labs was average
7447,Student_7447,The teaching was terrible
7448,Student_7448,The exams was great
7449,Student_7449,The teaching was okay
7450,Student_7450,The labs was average
7451,Student_7451,The teaching was helpful
7452,Student_7452,The labs was excellent
7453,Student_7453,The faculty was great
7454,Student_7454,The teaching was normal
7455,Student_7455,The assignments was normal
7456,Student_7456,The faculty was terrible
7457,Student_7457,The teaching was okay
7458,Student_7458,The labs was bad
7459,Student_7459,The exams was excellent
7460,Student_7460,The labs was fine
7461,Student_7461,The teaching was terrible
7462,Student_7462,The labs was difficult
7463,Student_7463,The assignments was average
7464,Student_7464,The course was bad
7465,Student_7465,The assignments was great
7466,Student_7466,The labs was fine
7467,Student_7467,The assignments was awful
7468,Student_7468,The assignments was average
7469,Student_7469,The labs was average
7470,Student_7470,The course was difficult
7471,Student_7471,The labs was fine
7472,Student_7472,The faculty was terrible
7473,Student_7473,The faculty was terrible
7474,Student_7474,The labs was average
7475,Student_7475,The teaching was terrible
7476,Student_7476,The course was helpful
7477,Student_7477,The faculty was great
7478,Student_7478,The faculty was fine
7479,Student_7479,The course was helpful
7480,Student_7480,The course was okay
7481,Student_7481,The exams was normal
7482,Student_7482,The assignments was awful
7483,Student_7483,The faculty was amazing
7484,Student_7484,The assignments was normal
7485,Student_7485,The exams was excellent
7486,Student_7486,The exams was average
7487,Student_7487,The faculty was fine
7488,Student_7488,The labs was terrible
7489,Student_7489,The teaching was good
7490,Student_7490,The faculty was helpful
7491,Student_7491,The course was great
7492,Student_7492,The faculty was awful
7493,Student_7493,The assignments was good
7494,Student_7494,The teaching was average
7495,Student_7495,The exams was average
7496,Student_7496,The assignments was fine
7497,Student_7497,The labs was fine
7498,Student_7498,The exams was difficult
7499,Student_7499,The assignments was terrible
7500,Student_7500,The teaching was fine
7501,Student_7501,The exams was awful
7502,Student_7502,The exams was bad
7503,Student_7503,The teaching was difficult
7504,Student_7504,The faculty was fine
7505,Student_7505,The faculty was okay
7506,Student_7506,The faculty was difficult
7507,Student_7507,The teaching was helpful
7508,Student_7508,The assignments was poor
7509,Student_7509,The course was bad
7510,Student_7510,The course was helpful
7511,Student_7511,The assignments was average
7512,Student_7512,The course was okay
7513,Student_7513,The teaching was helpful
7514,Student_7514,The course was okay
7515,Student_7515,The labs was terrible
7516,Student_7516,The teaching was amazing
7517,Student_7517,The teaching was average
7518,Student_7518,The course was good
7519,Student_7519,The labs was okay
7520,Student_7520,The teaching was terrible
7521,Student_7521,The course was normal
7522,Student_7522,The labs was bad
7523,Student_7523,The teaching was difficult
7524,Student_7524,The course was amazing
7525,Student_7525,The faculty was bad
7526,Student_7526,The course was terrible
7527,Student_7527,The exams was terrible
7528,Student_7528,The assignments was helpful
7529,Student_7529,The faculty was okay
7530,Student_7530,The faculty was poor
7531,Student_7531,The assignments was awful
7532,Student_7532,The exams was terrible
7533,Student_7533,The assignments was good
7534,Student_7534,The faculty was amazing
7535,Student_7535,The labs was poor
7536,Student_7536,The faculty was helpful
7537,Student_7537,The teaching was awful
7538,Student_7538,The labs was terrible
7539,Student_7539,The course was terrible
7540,Student_7540,The labs was difficult
7541,Student_7541,The labs was great
7542,Student_7542,The assignments was difficult
7543,Student_7543,The faculty was amazing
7544,Student_7544,The faculty was average
7545,Student_7545,The exams was bad
7546,Student_7546,The exams was excellent
7547,Student_7547,The course was okay
7548,Student_7548,The teaching was bad
7549,Student_7549,The course was excellent
7550,Student_7550,The teaching was awful
7551,Student_7551,The labs was terrible
7552,Student_7552,The faculty was amazing
7553,Student_7553,The teaching was helpful
7554,Student_7554,The faculty was excellent
7555,Student_7555,The exams was difficult
7556,Student_7556,The assignments was normal
7557,Student_7557,The assignments was difficult
7558,Student_7558,The labs was fine
7559,Student_7559,The teaching was normal
7560,Student_7560,The teaching was good
7561,Student_7561,The assignments was terrible
7562,Student_7562,The faculty was fine
7563,Student_7563,The course was good
7564,Student_7564,The faculty was normal
7565,Student_7565,The course was bad
7566,Student_7566,The faculty was great
7567,Student_7567,The assignments was difficult
7568,Student_7568,The assignments was amazing
7569,Student_7569,The labs was difficult
7570,Student_7570,The faculty was great
7571,Student_7571,The exams was bad
7572,Student_7572,The course was helpful
7573,Student_7573,The course was great
7574,Student_7574,The assignments was average
7575,Student_7575,The exams was poor
7576,Student_7576,The course was normal
7577,Student_7577,The faculty was normal
7578,Student_7578,The exams was amazing
7579,Student_7579,The course was great
7580,Student_7580,The faculty was okay
7581,Student_7581,The assignments was excellent
7582,Student_7582,The labs was poor
7583,Student_7583,The faculty was terrible
7584,Student_7584,The course was awful
7585,Student_7585,The faculty was normal
7586,Student_7586,The exams was fine
7587,Student_7587,The labs was bad
7588,Student_7588,The assignments was amazing
7589,Student_7589,The faculty was bad
7590,Student_7590,The faculty was amazing
7591,Student_7591,The assignments was normal
7592,Student_7592,The teaching was great
7593,Student_7593,The labs was great
7594,Student_7594,The exams was normal
7595,Student_7595,The teaching was difficult
7596,Student_7596,The assignments was fine
7597,Student_7597,The assignments was okay
7598,Student_7598,The faculty was excellent
7599,Student_7599,The course was good
7600,Student_7600,The assignments was amazing
7601,Student_7601,The exams was terrible
7602,Student_7602,The teaching was good
7603,Student_7603,The course was great
7604,Student_7604,The faculty was bad
7605,Student_7605,The labs was okay
7606,Student_7606,The exams was poor
7607,Student_7607,The teaching was difficult
7608,Student_7608,The faculty was fine
7609,Student_7609,The course was normal
7610,Student_7610,The faculty was terrible
7611,Student_7611,The faculty was awful
7612,Student_7612,The exams was average
7613,Student_7613,The labs was amazing
7614,Student_7614,The course was terrible
7615,Student_7615,The course was average
7616,Student_7616,The assignments was terrible
7617,Student_7617,The exams was poor
7618,Student_7618,The exams was poor
7619,Student_7619,The course was awful
7620,Student_7620,The labs was good
7621,Student_7621,The teaching was normal
7622,Student_7622,The labs was helpful
7623,Student_7623,The labs was bad
7624,Student_7624,The labs was poor
7625,Student_7625,The course was bad
7626,Student_7626,The teaching was terrible
7627,Student_7627,The exams was good
7628,Student_7628,The teaching was helpful
7629,Student_7629,The faculty was average
7630,Student_7630,The labs was excellent
7631,Student_7631,The labs was good
7632,Student_7632,The assignments was amazing
7633,Student_7633,The exams was helpful
7634,Student_7634,The faculty was good
7635,Student_7635,The course was fine
7636,Student_7636,The exams was terrible
7637,Student_7637,The labs was bad
7638,Student_7638,The course was bad
7639,Student_7639,The exams was excellent
7640,Student_7640,The assignments was helpful
7641,Student_7641,The faculty was helpful
7642,Student_7642,The faculty was average
7643,Student_7643,The exams was amazing
7644,Student_7644,The faculty was excellent
7645,Student_7645,The labs was poor
7646,Student_7646,The exams was average
7647,Student_7647,The labs was fine
7648,Student_7648,The assignments was average
7649,Student_7649,The assignments was normal
7650,Student_7650,The labs was okay
7651,Student_7651,The exams was great
7652,Student_7652,The teaching was amazing
7653,Student_7653,The assignments was normal
7654,Student_7654,The teaching was amazing
7655,Student_7655,The teaching was average
7656,Student_7656,The assignments was amazing
7657,Student_7657,The faculty was great
7658,Student_7658,The faculty was awful
7659,Student_7659,The faculty was awful
7660,Student_7660,The exams was average
7661,Student_7661,The assignments was amazing
7662,Student_7662,The labs was difficult
7663,Student_7663,The assignments was okay
7664,Student_7664,The faculty was average
7665,Student_7665,The assignments was poor
7666,Student_7666,The exams was average
7667,Student_7667,The labs was awful
7668,Student_7668,The assignments was normal
7669,Student_7669,The course was excellent
7670,Student_7670,The faculty was good
7671,Student_7671,The exams was terrible
7672,Student_7672,The faculty was average
7673,Student_7673,The exams was poor
7674,Student_7674,The assignments was great
7675,Student_7675,The course was fine
7676,Student_7676,The exams was amazing
7677,Student_7677,The course was terrible
7678,Student_7678,The labs was excellent
7679,Student_7679,The exams was good
7680,Student_7680,The course was awful
7681,Student_7681,The course was helpful
7682,Student_7682,The assignments was fine
7683,Student_7683,The teaching was average
7684,Student_7684,The labs was great
7685,Student_7685,The assignments was okay
7686,Student_7686,The assignments was helpful
7687,Student_7687,The teaching was bad
7688,Student_7688,The faculty was difficult
7689,Student_7689,The course was great
7690,Student_7690,The course was terrible
7691,Student_7691,The faculty was difficult
7692,Student_7692,The assignments was okay
7693,Student_7693,The exams was good
7694,Student_7694,The course was bad
7695,Student_7695,The course was poor
7696,Student_7696,The assignments was poor
7697,Student_7697,The teaching was great
7698,Student_7698,The labs was amazing
7699,Student_7699,The assignments was great
7700,Student_7700,The teaching was normal
7701,Student_7701,The teaching was okay
7702,Student_7702,The teaching was bad
7703,Student_7703,The exams was great
7704,Student_7704,The labs was poor
7705,Student_7705,The faculty was okay
7706,Student_7706,The faculty was terrible
7707,Student_7707,The course was difficult
7708,Student_7708,The exams was good
7709,Student_7709,The course was average
7710,Student_7710,The faculty was awful
7711,Student_7711,The faculty was poor
7712,Student_7712,The faculty was fine
7713,Student_7713,The assignments was fine
7714,Student_7714,The labs was excellent
7715,Student_7715,The exams was okay
7716,Student_7716,The course was terrible
7717,Student_7717,The teaching was average
7718,Student_7718,The course was excellent
7719,Student_7719,The exams was bad
7720,Student_7720,The labs was great
